,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
2738,49.0,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,unknown,1,None
2739,30.0,admin.,married,secondary,no,0,no,no,cellular,1,jun,318,unknown,1,None
2740,29.0,self-employed,single,tertiary,no,121,yes,no,unknown,30,may,1500,unknown,1,None
2741,44.0,services,single,secondary,no,618,no,no,cellular,12,may,193,unknown,1,None
2742,34.0,blue-collar,married,secondary,no,2495,yes,no,unknown,23,may,924,unknown,1,None
2743,62.0,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,unknown,1,None
2744,32.0,management,single,tertiary,no,520,no,no,cellular,3,feb,443,unknown,1,None
2745,39.0,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,unknown,1,None
2746,58.0,management,married,tertiary,no,3342,no,no,cellular,5,feb,344,unknown,1,None
2747,38.0,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817,unknown,1,None
2748,56.0,technician,married,secondary,no,23,no,no,cellular,20,nov,857,unknown,1,None
2749,52.0,management,married,tertiary,no,40,no,no,cellular,19,nov,1265,unknown,1,None
2750,28.0,management,single,tertiary,no,939,yes,no,unknown,27,may,740,unknown,1,None
2751,29.0,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,unknown,1,None
2752,29.0,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382,unknown,1,None
2753,31.0,management,married,secondary,no,0,no,no,cellular,11,aug,720,unknown,1,None
2754,57.0,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,unknown,1,None
2755,25.0,technician,single,secondary,no,4718,no,no,cellular,24,jul,709,unknown,1,None
2756,27.0,management,single,secondary,no,843,no,no,cellular,8,jan,187,unknown,1,None
2757,24.0,blue-collar,married,primary,no,656,yes,no,unknown,16,may,894,unknown,1,None
2758,27.0,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,unknown,1,None
2759,24.0,self-employed,single,tertiary,no,2984,yes,no,unknown,27,may,935,unknown,1,None
2760,56.0,management,married,primary,no,870,no,no,cellular,16,nov,257,unknown,1,None
2761,33.0,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238,unknown,1,None
2762,34.0,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,unknown,1,None
2763,45.0,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1138,unknown,1,None
2764,35.0,management,married,tertiary,no,1731,no,no,cellular,31,jul,361,unknown,1,None
2765,52.0,management,married,tertiary,no,3634,no,no,cellular,8,feb,341,unknown,1,None
2766,23.0,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,unknown,1,None
2767,36.0,technician,single,secondary,no,12264,no,no,cellular,12,apr,158,unknown,1,None
2768,33.0,services,married,secondary,no,478,no,no,cellular,30,apr,475,unknown,1,None
2769,43.0,management,single,tertiary,no,2081,no,no,cellular,22,oct,554,unknown,1,None
2770,41.0,technician,married,secondary,no,965,no,no,cellular,22,aug,336,unknown,1,None
2771,46.0,technician,married,secondary,no,332,yes,no,unknown,9,may,772,unknown,1,None
2772,60.0,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470,unknown,1,None
2773,40.0,unemployed,married,secondary,no,1960,yes,no,unknown,2,jun,605,unknown,1,None
2774,33.0,admin.,divorced,secondary,no,294,yes,no,cellular,8,may,763,unknown,1,None
2775,35.0,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,1865,unknown,1,None
2776,36.0,management,married,tertiary,no,254,no,no,cellular,3,feb,303,unknown,1,None
2777,28.0,student,single,secondary,no,1377,yes,no,cellular,14,may,688,unknown,1,None
2778,60.0,retired,married,secondary,no,523,no,no,cellular,13,aug,192,unknown,1,None
2779,47.0,management,married,tertiary,no,600,no,no,cellular,19,aug,290,unknown,1,None
2780,53.0,admin.,married,secondary,no,849,yes,no,cellular,6,feb,3102,unknown,1,None
2781,46.0,services,married,secondary,no,273,no,no,cellular,22,aug,565,unknown,1,None
2782,42.0,technician,single,unknown,no,11115,no,no,cellular,30,apr,328,unknown,1,None
2783,32.0,services,single,secondary,no,486,no,no,cellular,29,jan,1181,unknown,1,None
2784,35.0,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,537,unknown,1,None
2785,62.0,retired,married,unknown,no,800,no,no,cellular,17,feb,737,unknown,1,None
2786,62.0,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,158,unknown,1,None
2787,38.0,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,unknown,1,None
2788,31.0,management,married,tertiary,no,1812,no,no,cellular,30,apr,461,unknown,1,None
2789,31.0,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831,unknown,1,None
2790,34.0,blue-collar,married,primary,no,1031,yes,no,unknown,29,may,751,unknown,1,None
2791,33.0,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,unknown,1,None
2792,38.0,management,married,tertiary,no,613,no,no,cellular,3,feb,239,unknown,1,None
2793,67.0,retired,single,tertiary,no,2144,no,no,telephone,21,apr,847,unknown,1,None
2794,49.0,technician,married,tertiary,no,2611,no,no,cellular,20,apr,194,unknown,1,None
2795,53.0,technician,single,secondary,no,925,no,no,cellular,25,aug,930,unknown,1,None
2796,60.0,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318,unknown,1,None
2797,30.0,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,unknown,1,None
2798,38.0,admin.,married,secondary,no,47,yes,no,cellular,4,may,288,unknown,1,None
2799,49.0,blue-collar,married,secondary,no,1946,no,no,cellular,16,jul,486,unknown,1,None
2800,34.0,technician,single,tertiary,no,992,yes,no,cellular,5,feb,71,unknown,1,None
2801,35.0,management,single,tertiary,no,3544,yes,no,cellular,8,jun,380,unknown,1,None
2802,33.0,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,1141,unknown,1,None
2803,34.0,management,single,unknown,no,6013,yes,no,cellular,18,may,612,unknown,1,None
2804,28.0,housemaid,single,tertiary,no,19,no,no,cellular,17,apr,149,unknown,1,None
2805,27.0,blue-collar,single,primary,no,232,yes,no,cellular,26,oct,701,unknown,1,None
2806,34.0,technician,married,tertiary,no,127,no,no,cellular,3,jun,117,unknown,1,None
2807,36.0,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,830,unknown,1,None
2808,47.0,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,349,unknown,1,None
2809,32.0,admin.,married,secondary,no,0,yes,no,cellular,30,apr,177,unknown,1,None
2810,35.0,management,married,tertiary,no,323,no,no,cellular,11,jan,261,unknown,1,None
2811,57.0,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,865,unknown,1,None
2812,26.0,technician,single,secondary,no,2002,no,no,cellular,29,jan,146,unknown,1,None
2813,46.0,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,unknown,1,None
2814,58.0,services,married,primary,no,2946,yes,no,cellular,14,may,467,unknown,1,None
2815,33.0,blue-collar,married,primary,no,5,yes,no,cellular,17,apr,1007,unknown,1,None
2816,25.0,student,single,secondary,no,4147,no,no,cellular,14,aug,211,unknown,1,None
2817,26.0,services,single,tertiary,no,0,no,yes,telephone,1,jul,261,unknown,1,None
2818,31.0,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,unknown,1,None
2819,30.0,management,single,tertiary,no,617,no,no,cellular,27,feb,192,unknown,1,None
2820,40.0,technician,divorced,tertiary,no,4736,yes,no,cellular,11,feb,285,unknown,1,None
2821,39.0,services,single,secondary,no,403,yes,no,cellular,7,may,1262,unknown,1,None
2822,20.0,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,unknown,1,None
2823,31.0,management,married,tertiary,no,131,no,no,cellular,18,feb,332,unknown,1,None
2824,31.0,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,unknown,1,None
2825,33.0,management,married,tertiary,no,273,yes,no,unknown,16,may,803,unknown,1,None
2826,45.0,blue-collar,married,primary,no,101,yes,no,unknown,12,may,460,unknown,1,None
2827,45.0,admin.,married,secondary,no,0,no,yes,telephone,15,jul,533,unknown,1,None
2828,41.0,blue-collar,married,secondary,no,2689,yes,no,cellular,15,apr,135,unknown,1,None
2829,31.0,management,married,tertiary,no,3160,yes,no,cellular,26,apr,688,unknown,1,None
2830,50.0,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,unknown,1,None
2831,28.0,student,single,secondary,no,69,no,no,cellular,30,jan,532,unknown,1,None
2832,30.0,services,single,secondary,yes,-366,yes,no,cellular,18,jul,516,unknown,1,None
2833,64.0,retired,married,secondary,no,466,yes,no,cellular,18,oct,526,unknown,1,None
2834,29.0,blue-collar,married,secondary,no,580,yes,yes,cellular,17,apr,1311,unknown,1,None
2835,29.0,management,single,secondary,no,3317,no,yes,telephone,4,may,640,unknown,1,None
2836,51.0,blue-collar,married,secondary,no,955,no,yes,cellular,17,dec,221,unknown,1,None
2837,40.0,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,unknown,1,None
2838,45.0,technician,married,tertiary,no,377,yes,no,unknown,19,jun,835,unknown,1,None
2839,31.0,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,unknown,1,None
2840,43.0,services,married,secondary,no,-236,yes,no,cellular,28,jul,745,unknown,1,None
2841,42.0,services,married,secondary,no,774,no,no,cellular,28,jan,997,unknown,1,None
2842,46.0,admin.,married,secondary,no,659,yes,no,telephone,29,jul,1127,unknown,1,None
2843,34.0,technician,married,tertiary,no,149,no,no,cellular,22,aug,739,unknown,1,None
2844,52.0,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,753,unknown,1,None
2845,47.0,admin.,married,secondary,no,290,yes,no,cellular,22,jul,1352,unknown,1,None
2846,40.0,student,single,secondary,no,595,yes,no,cellular,3,jun,406,unknown,1,None
2847,45.0,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,unknown,1,None
2848,43.0,technician,married,secondary,no,1358,no,no,cellular,10,mar,159,unknown,1,None
2849,29.0,services,single,tertiary,no,1788,no,no,cellular,27,oct,353,unknown,1,None
2850,36.0,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,unknown,1,None
2851,30.0,admin.,single,secondary,no,1309,no,no,cellular,28,jan,622,unknown,1,None
2852,33.0,management,single,unknown,no,1534,yes,no,cellular,11,jul,1041,unknown,1,None
2853,36.0,management,married,tertiary,no,535,no,no,cellular,20,apr,150,unknown,1,None
2854,46.0,services,married,secondary,no,2948,no,no,cellular,21,nov,893,unknown,1,None
2855,54.0,housemaid,married,tertiary,no,2473,no,no,cellular,5,mar,607,unknown,1,None
2856,29.0,admin.,single,secondary,no,306,yes,no,cellular,18,may,774,unknown,1,None
2857,58.0,management,married,secondary,no,-382,no,no,cellular,31,jul,644,unknown,1,None
2858,35.0,admin.,divorced,secondary,no,1224,yes,no,cellular,3,nov,187,unknown,1,None
2859,35.0,management,married,tertiary,no,925,no,no,cellular,8,jun,200,unknown,1,None
2860,46.0,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,unknown,1,None
2861,33.0,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579,unknown,1,None
2862,43.0,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154,unknown,1,None
2863,38.0,technician,single,secondary,no,1711,no,no,telephone,30,sep,234,unknown,1,None
2864,62.0,retired,married,secondary,no,298,no,no,cellular,17,nov,709,unknown,1,None
2865,38.0,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,unknown,1,None
2866,26.0,management,single,tertiary,no,3704,no,no,cellular,19,aug,238,unknown,1,None
2867,55.0,blue-collar,married,unknown,no,890,no,no,cellular,22,aug,1329,unknown,1,None
2868,47.0,management,married,tertiary,no,3663,no,no,cellular,30,mar,364,unknown,1,None
2869,58.0,blue-collar,single,secondary,no,119,yes,yes,cellular,12,may,985,unknown,1,None
2870,30.0,blue-collar,married,secondary,no,167,yes,no,cellular,10,jul,255,unknown,1,None
2871,39.0,technician,single,secondary,no,1022,yes,no,unknown,20,may,1410,unknown,1,None
2872,30.0,admin.,single,tertiary,no,305,no,no,cellular,4,feb,227,unknown,1,None
2873,34.0,blue-collar,divorced,unknown,no,172,no,no,cellular,15,jun,177,unknown,1,None
2874,27.0,services,single,secondary,no,453,no,no,cellular,19,apr,142,unknown,1,None
2875,32.0,management,married,tertiary,no,169,no,no,telephone,14,aug,698,unknown,1,None
2876,36.0,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,unknown,1,None
2877,46.0,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,494,unknown,1,None
2878,46.0,technician,married,secondary,no,57,no,no,unknown,28,may,796,unknown,1,None
2879,49.0,management,married,tertiary,no,0,no,no,telephone,17,oct,223,unknown,1,None
2880,39.0,technician,married,tertiary,no,1293,no,no,cellular,3,jun,140,unknown,1,None
2881,33.0,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,unknown,1,None
2882,48.0,entrepreneur,single,secondary,no,315,no,no,unknown,11,feb,271,unknown,1,None
2883,38.0,blue-collar,married,secondary,no,1627,no,no,unknown,16,jun,1323,unknown,1,None
2884,33.0,technician,single,secondary,no,1429,yes,no,cellular,31,aug,268,unknown,1,None
2885,22.0,self-employed,single,tertiary,no,780,no,no,cellular,17,mar,272,unknown,1,None
2886,34.0,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,unknown,1,None
2887,36.0,blue-collar,married,secondary,no,218,yes,no,cellular,4,may,619,unknown,1,None
2888,72.0,retired,married,primary,no,763,no,no,cellular,24,apr,384,unknown,1,None
2889,37.0,services,married,secondary,no,4151,yes,yes,cellular,30,jul,543,unknown,1,None
2890,78.0,retired,divorced,primary,no,2787,no,no,telephone,1,jul,372,unknown,1,None
2891,20.0,student,single,secondary,no,153,no,no,unknown,21,jun,100,unknown,1,None
2892,60.0,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,unknown,1,None
2893,36.0,self-employed,married,secondary,no,1184,yes,no,cellular,6,apr,1063,unknown,1,None
2894,51.0,technician,married,secondary,no,6840,no,no,telephone,7,jul,257,unknown,1,None
2895,49.0,management,married,tertiary,no,1311,yes,no,cellular,8,may,813,unknown,1,None
2896,42.0,management,single,tertiary,yes,0,yes,no,cellular,21,nov,824,unknown,1,None
2897,31.0,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,unknown,1,None
2898,33.0,management,married,tertiary,no,271,yes,no,cellular,14,aug,801,unknown,1,None
2899,54.0,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,288,unknown,1,None
2900,41.0,unemployed,married,tertiary,no,0,no,no,cellular,30,oct,373,unknown,1,None
2901,43.0,blue-collar,divorced,primary,no,3550,no,no,cellular,20,nov,1154,unknown,1,None
2902,47.0,admin.,divorced,secondary,no,295,yes,no,unknown,6,jun,94,unknown,1,None
2903,30.0,services,married,secondary,no,129,yes,no,unknown,26,may,1446,unknown,1,None
2904,31.0,technician,married,tertiary,no,636,yes,no,cellular,4,may,352,unknown,1,None
2905,40.0,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,unknown,1,None
2906,30.0,services,divorced,secondary,no,341,yes,no,cellular,20,nov,478,unknown,1,None
2907,41.0,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,929,unknown,1,None
2908,33.0,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,unknown,1,None
2909,49.0,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,unknown,1,None
2910,32.0,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,unknown,1,None
2911,64.0,management,married,tertiary,no,4688,no,no,cellular,21,oct,200,unknown,1,None
2912,28.0,student,single,secondary,no,0,no,no,cellular,18,feb,209,unknown,1,None
2913,53.0,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,unknown,1,None
2914,26.0,admin.,single,secondary,yes,-930,yes,no,cellular,14,may,786,unknown,1,None
2915,39.0,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,unknown,1,None
2916,35.0,technician,single,secondary,no,344,no,no,cellular,27,aug,519,unknown,1,None
2917,52.0,blue-collar,married,secondary,no,2230,no,no,cellular,29,oct,423,unknown,1,None
2918,28.0,self-employed,single,secondary,no,5679,yes,no,cellular,9,feb,701,unknown,1,None
2919,35.0,blue-collar,single,secondary,no,885,yes,no,cellular,15,jul,632,unknown,1,None
2920,36.0,technician,married,secondary,no,368,yes,yes,unknown,6,may,1597,unknown,1,None
2921,61.0,retired,married,secondary,no,569,no,no,cellular,4,aug,219,unknown,1,None
2922,35.0,services,single,primary,no,167,no,yes,cellular,11,jul,614,unknown,1,None
2923,32.0,management,married,tertiary,no,1388,yes,no,cellular,30,apr,753,unknown,1,None
2924,45.0,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,unknown,1,None
2925,39.0,technician,married,secondary,no,1587,yes,no,cellular,2,jun,171,unknown,1,None
2926,35.0,management,divorced,tertiary,no,1723,yes,no,cellular,25,jul,862,unknown,1,None
2927,34.0,blue-collar,married,secondary,no,243,yes,no,cellular,18,may,507,unknown,1,None
2928,47.0,admin.,single,secondary,no,3696,no,no,cellular,12,jan,758,unknown,1,None
2929,21.0,student,single,secondary,no,71,no,no,cellular,13,jan,169,unknown,1,None
2930,53.0,admin.,married,secondary,no,3765,no,no,unknown,20,jun,1094,unknown,1,None
2931,46.0,blue-collar,married,primary,no,977,no,yes,telephone,2,feb,436,unknown,1,None
2932,26.0,technician,single,tertiary,no,15161,no,no,cellular,2,feb,280,unknown,1,None
2933,51.0,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,124,unknown,1,None
2934,58.0,entrepreneur,married,tertiary,no,776,yes,no,telephone,9,jul,990,unknown,1,None
2935,51.0,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,unknown,1,None
2936,33.0,admin.,married,secondary,no,616,no,no,cellular,6,sep,250,unknown,1,None
2937,34.0,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,unknown,1,None
2938,40.0,blue-collar,married,primary,no,0,yes,no,cellular,21,jul,1080,unknown,1,None
2939,40.0,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,452,unknown,1,None
2940,46.0,technician,single,secondary,no,874,no,no,cellular,19,nov,819,unknown,1,None
2941,49.0,management,divorced,tertiary,no,348,no,no,cellular,30,oct,125,unknown,1,None
2942,28.0,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,unknown,1,None
2943,28.0,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,unknown,1,None
2944,33.0,blue-collar,married,secondary,no,-267,yes,no,cellular,20,apr,1030,unknown,1,None
2945,37.0,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,unknown,1,None
2946,38.0,services,married,secondary,no,934,yes,no,cellular,14,may,715,unknown,1,None
2947,25.0,technician,single,secondary,no,4859,no,no,cellular,12,jan,227,unknown,1,None
2948,41.0,blue-collar,married,secondary,no,5517,yes,no,cellular,10,jul,584,unknown,1,None
2949,51.0,admin.,married,secondary,no,949,no,no,cellular,5,aug,1092,unknown,1,None
2950,49.0,blue-collar,married,primary,no,-157,yes,no,cellular,7,jul,491,unknown,1,None
2951,25.0,admin.,single,secondary,no,285,no,no,cellular,3,jul,658,unknown,1,None
2952,32.0,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,unknown,1,None
2953,73.0,retired,married,tertiary,no,1641,yes,no,cellular,27,feb,49,unknown,1,None
2954,31.0,management,single,secondary,no,1088,yes,no,cellular,8,apr,575,unknown,1,None
2955,32.0,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,unknown,1,None
2956,60.0,retired,married,tertiary,no,2557,yes,no,cellular,2,feb,415,unknown,1,None
2957,34.0,admin.,married,tertiary,no,142,yes,no,cellular,13,may,459,unknown,1,None
2958,43.0,admin.,single,secondary,no,733,yes,no,cellular,19,nov,1102,unknown,1,None
2959,31.0,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,13,aug,703,unknown,1,None
2960,27.0,services,single,secondary,no,246,no,no,cellular,17,jun,453,unknown,1,None
2961,57.0,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,unknown,1,None
2962,45.0,admin.,divorced,tertiary,no,1506,no,no,cellular,28,jul,365,unknown,1,None
2963,49.0,admin.,single,secondary,no,716,yes,no,unknown,15,may,1257,unknown,1,None
2964,31.0,management,single,tertiary,no,354,no,no,cellular,21,apr,242,unknown,1,None
2965,57.0,technician,married,secondary,no,7554,no,no,telephone,28,oct,141,unknown,1,None
2966,54.0,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,unknown,1,None
2967,53.0,services,divorced,primary,no,-291,yes,yes,unknown,7,may,591,unknown,1,None
2968,41.0,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,unknown,1,None
2969,62.0,technician,married,secondary,no,973,no,no,cellular,2,feb,326,unknown,1,None
2970,27.0,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,unknown,1,None
2971,22.0,student,single,secondary,no,552,no,no,cellular,1,sep,327,unknown,1,None
2972,27.0,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,unknown,1,None
2973,28.0,admin.,single,secondary,no,136,no,no,cellular,16,jun,355,unknown,1,None
2974,42.0,management,divorced,secondary,no,283,yes,no,cellular,23,jul,761,unknown,1,None
2975,27.0,blue-collar,married,secondary,no,419,yes,no,unknown,4,jun,1181,unknown,1,None
2976,58.0,services,divorced,secondary,no,462,no,no,cellular,12,aug,332,unknown,1,None
2977,55.0,technician,divorced,secondary,yes,4,no,no,cellular,28,jan,1048,unknown,1,None
2978,42.0,management,single,tertiary,no,7560,no,no,cellular,28,jan,132,unknown,1,None
2979,46.0,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,unknown,1,None
2980,32.0,technician,single,secondary,no,40,no,no,cellular,8,aug,419,unknown,1,None
2981,52.0,technician,single,secondary,no,436,no,yes,unknown,22,mar,95,unknown,1,None
2982,40.0,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,unknown,1,None
2983,30.0,self-employed,single,tertiary,no,916,no,no,cellular,29,dec,449,unknown,1,None
2984,28.0,technician,single,secondary,yes,-1042,yes,no,unknown,6,jun,712,unknown,1,None
2985,30.0,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,unknown,1,None
2986,38.0,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,unknown,1,None
2987,47.0,unemployed,married,primary,no,324,no,no,cellular,21,nov,462,unknown,1,None
2988,52.0,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,442,unknown,1,None
2989,61.0,management,married,tertiary,no,267,no,no,cellular,20,apr,190,unknown,1,None
2990,46.0,self-employed,divorced,tertiary,no,21,no,no,cellular,30,jul,566,unknown,1,None
2991,55.0,admin.,married,unknown,no,2038,no,no,cellular,9,apr,394,unknown,1,None
2992,26.0,management,single,tertiary,no,194,no,no,cellular,22,apr,407,unknown,1,None
2993,46.0,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,unknown,1,None
2994,39.0,management,married,secondary,no,2981,no,no,cellular,26,mar,200,unknown,1,None
2995,21.0,technician,single,unknown,no,360,no,no,cellular,26,may,131,unknown,1,None
2996,57.0,technician,married,primary,no,3376,yes,no,telephone,2,jun,421,unknown,1,None
2997,31.0,management,single,tertiary,no,4718,yes,no,cellular,21,nov,536,unknown,1,None
2998,49.0,technician,divorced,unknown,no,387,no,no,cellular,28,jan,325,unknown,1,None
2999,56.0,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,unknown,1,None
3000,35.0,management,single,tertiary,no,62,yes,no,cellular,20,apr,213,unknown,1,None
3001,55.0,retired,divorced,secondary,no,-268,no,yes,cellular,24,jul,1417,unknown,1,None
3002,44.0,blue-collar,married,secondary,no,1697,yes,no,unknown,4,jul,150,unknown,1,None
3003,36.0,technician,married,tertiary,no,341,no,no,cellular,13,aug,282,unknown,1,None
3004,63.0,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,unknown,1,None
3005,58.0,retired,married,primary,no,4158,no,no,cellular,13,aug,455,unknown,1,None
3006,37.0,management,married,tertiary,no,156,no,no,cellular,19,nov,366,unknown,1,None
3007,26.0,management,single,tertiary,no,390,no,no,cellular,7,aug,325,unknown,1,None
3008,37.0,technician,single,tertiary,no,0,yes,no,cellular,23,jul,366,unknown,1,None
3009,40.0,blue-collar,married,primary,no,57,yes,no,cellular,31,jul,1007,unknown,1,None
3010,40.0,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,449,unknown,1,None
3011,31.0,management,married,tertiary,no,3,yes,yes,cellular,11,feb,331,unknown,1,None
3012,36.0,self-employed,married,secondary,no,1245,yes,no,unknown,6,jun,1469,unknown,1,None
3013,52.0,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,unknown,1,None
3014,39.0,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,612,unknown,1,None
3015,47.0,admin.,married,unknown,no,66,no,no,cellular,7,aug,358,unknown,1,None
3016,49.0,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,772,unknown,1,None
3017,36.0,management,married,tertiary,no,625,yes,no,cellular,18,jul,1360,unknown,1,None
3018,27.0,technician,single,secondary,no,1742,yes,no,unknown,16,may,787,unknown,1,None
3019,71.0,retired,divorced,primary,no,1729,no,no,cellular,17,nov,456,unknown,1,None
3020,64.0,housemaid,married,primary,no,768,no,no,cellular,14,jan,371,unknown,1,None
3021,42.0,entrepreneur,divorced,secondary,no,335,yes,no,cellular,12,may,580,unknown,1,None
3022,47.0,blue-collar,married,secondary,no,182,yes,no,telephone,10,jul,39,unknown,1,None
3023,33.0,admin.,single,secondary,no,607,no,no,cellular,27,feb,110,unknown,1,None
3024,62.0,retired,married,primary,no,1084,no,no,cellular,14,apr,505,unknown,1,None
3025,33.0,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,454,unknown,1,None
3026,58.0,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,unknown,1,None
3027,52.0,services,married,secondary,no,659,no,no,cellular,27,oct,113,unknown,1,None
3028,37.0,technician,single,secondary,no,1435,no,no,cellular,18,aug,724,unknown,1,None
3029,37.0,management,single,tertiary,no,8828,no,no,unknown,12,jun,1010,unknown,1,None
3030,79.0,retired,divorced,primary,no,79,no,no,cellular,9,oct,1106,unknown,1,None
3031,54.0,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,unknown,1,None
3032,28.0,admin.,single,secondary,no,2290,yes,no,cellular,18,may,2301,unknown,1,None
3033,33.0,management,married,tertiary,no,679,no,no,cellular,5,aug,1109,unknown,1,None
3034,46.0,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,unknown,1,None
3035,38.0,technician,single,secondary,no,565,yes,no,cellular,30,apr,1143,unknown,1,None
3036,32.0,services,married,primary,no,228,yes,no,cellular,21,jul,1017,unknown,1,None
3037,34.0,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,unknown,1,None
3038,49.0,admin.,single,tertiary,no,228,yes,no,cellular,2,mar,368,unknown,1,None
3039,31.0,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,unknown,1,None
3040,32.0,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,unknown,1,None
3041,38.0,blue-collar,single,tertiary,no,2885,yes,no,unknown,20,jun,1422,unknown,1,None
3042,78.0,unknown,married,unknown,no,2235,no,no,telephone,14,apr,300,unknown,1,None
3043,60.0,retired,married,secondary,no,5267,no,no,cellular,4,sep,520,unknown,1,None
3044,36.0,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,unknown,1,None
3045,30.0,management,single,tertiary,no,4889,no,no,cellular,11,aug,545,unknown,1,None
3046,30.0,management,single,tertiary,no,502,no,yes,cellular,18,jul,572,unknown,1,None
